DateTime:,24:03.1,,,,,,,,,,,,,,,
name,platform,release year,publisher,north america sales,PAL sales,japan sales,rest of world sales,global sales,release date,critic score,critic outof,critic count,user score,user count,developer,rating
Tron 2.0: Killer App,Buena Vista,02nd Nov 04  ,Buena Vista,0.04m,0.01m,N/A,0.00m,0.06m,,,,,,,,
Steins;Gate: Hiyoku Renri no Darling,5p,26th Apr 12  ,5p,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Gegege no Kitarou: Youkai Daigekisen,Namco Bandai,10th Jul 08  ,Namco Bandai,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Dig Dug: Digging Strike,Namco,18th Oct 05  ,Namco,0.05m,0.00m,N/A,0.00m,0.06m,,,,,,,,
Emblem of Gundam,Namco Bandai,01st May 08  ,Namco Bandai,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
The Fast and the Furious,Namco Bandai,26th Sep 06  ,Namco Bandai,0.03m,0.02m,N/A,0.01m,0.06m,,,,,,,,
Ittle Dew 2+    Read the review,Nicalis,14th Nov 17  ,Nicalis,0.05m,N/A,N/A,0.01m,0.06m,,,,,,,,
"b""SpongeBob SquarePants: Planktons Robotic Revenge""",Activision,22nd Oct 13  ,Activision,N/A,0.05m,N/A,0.00m,0.06m,,,,,,,,
Tokyo Ghoul: Jail,Namco Bandai Games,01st Oct 15  ,Namco Bandai Games,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Zone of the Enders: The 2nd Runner MARS,Konami,04th Sep 18  ,Konami,0.02m,0.01m,0.03m,0.01m,0.06m,,,,,,,,
G-Police: Weapons of Justice,Sony Computer Entertainment,24th Sep 99  ,Sony Computer Entertainment,0.03m,0.02m,N/A,0.00m,0.06m,,,,,,,,
Policenauts,Konami,29th Sep 95  ,Konami,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Killing Zone,Acclaim Entertainment,01st Jul 96  ,Acclaim Entertainment,0.03m,0.02m,N/A,0.00m,0.06m,,,,,,,,
All Kamen Rider: Rider Generation 2,Namco Bandai Games,02nd Aug 12  ,Namco Bandai Games,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Adventures of Lolo,HAL Laboratory,01st Apr 89  ,HAL Laboratory,0.06m,N/A,N/A,N/A,0.06m,,,,,,,,
Quiz! Hexagon II,Namco Bandai,22nd Jul 10  ,Namco Bandai,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
World of Warcraft: Battle for Azeroth,Blizzard Entertainment,14th Aug 18  ,Blizzard Entertainment,N/A,0.05m,N/A,0.00m,0.06m,,,,,,,,
A New Beginning,Deep Silver,08th Oct 10  ,Deep Silver,N/A,0.05m,N/A,0.01m,0.06m,,,,,,,,
History Channel: Battle for the Pacific,Activision,04th Dec 07  ,Activision,0.05m,0.00m,N/A,0.00m,0.06m,,,,,,,,
Racing Gears Advance,"Orbital Media, Inc.",08th Feb 05  ,"Orbital Media, Inc.",0.04m,0.02m,N/A,0.00m,0.06m,,,,,,,,
Honeycomb Beat,Konami,02nd Apr 07  ,Konami,0.05m,0.00m,N/A,0.00m,0.06m,,,,,,,,
"b""Brave: A Warriors Tale    Read the review""",SouthPeak Interactive,04th Aug 09  ,SouthPeak Interactive,0.05m,0.00m,N/A,0.00m,0.06m,,,,,,,,
"b""Crazy Chicken: Pharaohs Treasure""",Mumbo Jumbo,11th Jun 09  ,Mumbo Jumbo,0.05m,N/A,N/A,0.00m,0.06m,,,,,,,,
"b""Syphon Filter: Logans Shadow""",Sony Computer Entertainment,01st Jun 10  ,Sony Computer Entertainment,0.03m,0.02m,N/A,0.01m,0.06m,,,,,,,,
"b""NTRA Breeders Cup World Thoroughbred Championships""",Bethesda Softworks,29th Sep 05  ,Bethesda Softworks,0.04m,0.01m,N/A,0.00m,0.06m,,,,,,,,
Azure Striker Gunvolt: Striker Pack,Nighthawk Interactive,21st Nov 17  ,Nighthawk Interactive,0.03m,0.01m,0.01m,0.00m,0.06m,,,,,,,,
Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,Paon,13th Mar 08  ,Paon,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Impossible Mission,System 3 Arcade Software,31st Aug 07  ,System 3 Arcade Software,N/A,0.04m,N/A,0.01m,0.06m,,,,,,,,
Tanjou S Debut,NEC Interchannel,28th Jun 96  ,NEC Interchannel,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Yomawari: Midnight Shadows,NIS America,24th Oct 17  ,NIS America,0.02m,N/A,0.04m,0.00m,0.06m,,,,,,,,
Rooms: The Main Building,Hudson Soft,23rd Mar 10  ,Hudson Soft,0.05m,N/A,N/A,0.00m,0.06m,,,,,,,,
Nendoroid Generation,Namco Bandai Games,23rd Feb 12  ,Namco Bandai Games,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
"b""Popn TwinBee: Rainbow Bell Adventure""",Konami,01st Jan 94  ,Konami,N/A,N/A,0.06m,0.00m,0.06m,,,,,,,,
Jumble Madness,Destineer,20th Jan 09  ,Destineer,0.06m,N/A,N/A,0.00m,0.06m,,,,,,,,
Broken Helix,Konami,29th May 97  ,Konami,0.03m,0.02m,N/A,0.00m,0.06m,,,,,,,,
Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,Marvelous Interactive,29th Apr 10  ,Marvelous Interactive,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Cardfight!! Vanguard G: Stride to Victory!!,FuRyu Corporation,14th Jan 16  ,FuRyu Corporation,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Myst III: Exile,Ubisoft,22nd Sep 02  ,Ubisoft,0.04m,0.01m,N/A,0.00m,0.06m,,,,,,,,
Top Gun: Hard Lock,505 Games,06th Mar 12  ,505 Games,0.03m,0.02m,N/A,0.00m,0.06m,,,,,,,,
Brain Quest: Grades 3 & 4,Electronic Arts,22nd Sep 08  ,Electronic Arts,0.05m,N/A,N/A,0.00m,0.06m,,,,,,,,
Hajime no Ippo Portable: Victorious Spirits,Grand Prix Games,20th Dec 07  ,Grand Prix Games,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Zoo Tycoon: Complete Collection,Microsoft Game Studios,11th Aug 03  ,Microsoft Game Studios,0.03m,0.02m,N/A,0.01m,0.06m,,,,,,,,
CMT Presents: Karaoke Revolution Country,Konami,21st Mar 06  ,Konami,0.03m,0.02m,N/A,0.01m,0.06m,,,,,,,,
Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,Takara Tomy,28th Jun 07  ,Takara Tomy,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Winx Club: Quest for the Codex,Konami,13th Nov 06  ,Konami,0.03m,0.02m,N/A,0.00m,0.06m,,,,,,,,
Men of War: Assault Squad,1C Company,25th Feb 11  ,1C Company,0.01m,0.04m,N/A,0.01m,0.06m,,,,,,,,
"b""Jacqueline Wilsons Tracy Beaker: The Game""",P2 Games,16th Oct 09  ,P2 Games,N/A,0.05m,N/A,0.00m,0.06m,,,,,,,,
Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,Square Enix,30th Oct 08  ,Square Enix,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Fatal Frame,Tecmo,22nd Nov 02  ,Tecmo,0.04m,0.01m,N/A,0.00m,0.06m,,,,,,,,
Vitamin X to Z,D3 Publisher,24th Feb 11  ,D3 Publisher,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
"b""Tom Clancys Ghost Recon: Advanced Warfighter""",Ubisoft,28th Mar 06  ,Ubisoft,0.03m,0.02m,N/A,0.01m,0.06m,,,,,,,,
Urban Chaos: Riot Response,Eidos Interactive,13th Jun 06  ,Eidos Interactive,0.03m,0.02m,N/A,0.01m,0.06m,,,,,,,,
Teenage Mutant Ninja Turtles II: Back from the Sewers,Konami,01st Dec 91  ,Konami,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
"b""Flips Twisted World""",Majesco,25th Oct 10  ,Majesco,0.05m,N/A,N/A,0.00m,0.06m,,,,,,,,
X-Men: Destiny,Activision,27th Sep 11  ,Activision,0.05m,0.01m,N/A,0.00m,0.06m,,,,,,,,
Challenge Me: Brain Puzzles 2,O-Games,26th Oct 10  ,O-Games,0.00m,0.05m,N/A,0.00m,0.06m,,,,,,,,
Resident Evil 2,Capcom,16th Jan 03  ,Capcom,0.04m,0.01m,N/A,0.00m,0.06m,,,,,,,,
Sacred 2: Fallen Angel,CDV Software Entertainment,11th Nov 08  ,CDV Software Entertainment,N/A,0.05m,N/A,0.01m,0.06m,,,,,,,,
Just Dance 2018,Ubisoft,24th Oct 17  ,Ubisoft,0.02m,0.02m,N/A,0.01m,0.06m,,,,,,,,
Real Bout Garou Densetsu Special: Dominated Mind,SNK,25th Jun 98  ,SNK,N/A,N/A,0.05m,0.00m,0.06m,,,,,,,,
Final Fantasy XIV: Stormblood,Square Enix,20th Jun 17  ,Square Enix,0.04m,0.01m,N/A,0.01m,0.06m,,,,,,,,
Gun Showdown,Activision,10th Oct 06  ,Activision,0.05m,0.00m,N/A,0.01m,0.06m,,,,,,,,
Minna no Sukkiri,Sony Computer Entertainment,01st Oct 09  ,Sony Computer Entertainment,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Catwoman,Electronic Arts,20th Jul 04  ,Electronic Arts,0.04m,0.01m,N/A,0.00m,0.06m,,,,,,,,
Syndicate,Electronic Arts,01st Jan 93  ,Electronic Arts,0.00m,0.05m,N/A,0.01m,0.06m,,,,,,,,
Sega Genesis Classics,Sega,29th May 18  ,Sega,0.03m,0.03m,N/A,0.00m,0.06m,,,,,,,,
Aquarium by DS,Bold Games,14th Mar 08  ,Bold Games,0.05m,N/A,N/A,0.00m,0.06m,,,,,,,,
Gormiti: The Lords of Nature!,Konami,21st Sep 10  ,Konami,0.05m,0.00m,N/A,0.00m,0.06m,,,,,,,,
Winx Club: Mission Enchantix,Konami,25th Nov 08  ,Konami,0.03m,0.02m,N/A,0.00m,0.06m,,,,,,,,
Star Ocean 5: Integrity and Faithlessness,Square Enix,28th Apr 16  ,Square Enix,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Warriors Orochi 2,KOEI,23rd Sep 08  ,KOEI,0.04m,0.00m,0.01m,0.00m,0.06m,,,,,,,,
Burning Rangers,Sega,31st May 98  ,Sega,N/A,N/A,0.06m,0.00m,0.06m,,,,,,,,
Mana Khemia: Alchemists of Al-Revis,NIS America,01st Apr 08  ,NIS America,0.03m,0.02m,N/A,0.01m,0.06m,,,,,,,,
Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,Takara Tomy,22nd Jul 10  ,Takara Tomy,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Interplay Sports Baseball 2000,Interplay,31st Mar 99  ,Interplay,0.03m,0.02m,N/A,0.00m,0.06m,,,,,,,,
Zone of the Enders: The Fist of Mars,Konami,03rd Mar 02  ,Konami,0.04m,0.02m,N/A,0.00m,0.06m,,,,,,,,
Animorphs: Shattered Reality,Infogrames,06th Sep 00  ,Infogrames,0.03m,0.02m,N/A,0.00m,0.06m,,,,,,,,
Golf Club 2,Maximum Games,27th Jun 17  ,Maximum Games,0.05m,N/A,N/A,0.01m,0.06m,,,,,,,,
Samurai Shodown Anthology,SNK Playmore,14th Apr 09  ,SNK Playmore,0.05m,N/A,0.00m,0.00m,0.06m,,,,,,,,
Eikan wa Kimini 2002: Koshien no Kodou,DigiCube,18th Jul 02  ,DigiCube,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Teenage Mutant Ninja Turtles: Tournament Fighters,Konami,01st Dec 93  ,Konami,N/A,N/A,0.06m,0.00m,0.06m,,,,,,,,
"b""Ataris Greatest Hits: Volume 2""",Atari,08th Mar 11  ,Atari,0.05m,N/A,N/A,0.00m,0.06m,,,,,,,,
Terminator 3: Rise of the Machines,Atari,18th Nov 03  ,Atari,0.04m,0.02m,N/A,0.00m,0.06m,,,,,,,,
Mark McMorris Infinite Air,Maximum Games,25th Oct 16  ,Maximum Games,0.05m,N/A,N/A,0.01m,0.06m,,,,,,,,
Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,Sega,10th Aug 06  ,Sega,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
G1 Jockey 2,KOEI,02nd Nov 00  ,KOEI,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Sushi Striker: The Way of Sushido,Nintendo,08th Jun 18  ,Nintendo,0.02m,0.01m,0.02m,0.00m,0.06m,,,,,,,,
Tiger Woods PGA Tour 08,EA Sports,28th Aug 07  ,EA Sports,0.05m,0.00m,N/A,0.00m,0.06m,,,,,,,,
Mobile Ops: The One Year War,Unknown,N/A  ,Unknown,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Constantine,THQ,14th Feb 05  ,THQ,0.04m,0.01m,N/A,0.00m,0.06m,,,,,,,,
Cartoon Network Battle Crashers,GameMill,08th Nov 16  ,GameMill,0.05m,N/A,N/A,0.01m,0.06m,,,,,,,,
"b""Tom Clancys Splinter Cell: Double Agent""",Ubisoft,26th Oct 06  ,Ubisoft,0.04m,0.01m,N/A,0.00m,0.06m,,,,,,,,
Tropico 5,Kalypso Media,11th Nov 14  ,Kalypso Media,0.03m,0.02m,N/A,0.00m,0.06m,,,,,,,,
Senritsu no Stratus,Konami,27th Oct 11  ,Konami,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,Takara Tomy,23rd Jul 09  ,Takara Tomy,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
"b""Nobunagas Ambition: Creation""",Tecmo Koei,29th May 14  ,Tecmo Koei,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
World Championship Athletics,Conspiracy Entertainment,04th Aug 09  ,Conspiracy Entertainment,0.04m,0.01m,N/A,0.00m,0.06m,,,,,,,,
Handball 16,Bigben Interactive,27th Nov 15  ,Bigben Interactive,N/A,0.05m,N/A,0.01m,0.06m,,,,,,,,
Monster High: New Ghoul in School,Little Orbit,27th Oct 15  ,Little Orbit,N/A,0.05m,N/A,0.00m,0.06m,,,,,,,,
Nanostray,Majesco,19th Jul 05  ,Majesco,0.05m,0.00m,N/A,0.00m,0.06m,,,,,,,,
Refrain no Chika Meikyuu to Majo no Ryodan,Nippon Ichi Software,23rd Jun 16  ,Nippon Ichi Software,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Etrian Mystery Dungeon 2,Atlus,31st Aug 17  ,Atlus,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Wantame Fortune Channel,Capcom,09th Aug 07  ,Capcom,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Evangelion: Jo,Namco Bandai,04th Jun 09  ,Namco Bandai,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Samurai Jack: The Shadow of Aku,Sega,24th Mar 04  ,Sega,0.03m,0.02m,N/A,0.01m,0.06m,,,,,,,,
Bleach: Blade Battlers 2nd,Sony Computer Entertainment,27th Sep 07  ,Sony Computer Entertainment,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Real Soccer 2009,Ubisoft,04th Nov 08  ,Ubisoft,0.05m,0.00m,N/A,0.00m,0.06m,,,,,,,,
Utawarerumono: Itsuwari no Kamen,Aqua Plus,24th Sep 15  ,Aqua Plus,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Kamen Rider Kabuto,Namco Bandai,30th Nov 06  ,Namco Bandai,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Men in Black The Series: Crashdown,Infogrames,01st Nov 01  ,Infogrames,0.03m,0.02m,N/A,0.00m,0.06m,,,,,,,,
Need for Speed: Shift,Electronic Arts,15th Sep 09  ,Electronic Arts,N/A,0.05m,N/A,0.01m,0.06m,,,,,,,,
Zero Divide,Time Warner Interactive,24th Aug 95  ,Time Warner Interactive,0.03m,0.02m,N/A,0.00m,0.06m,,,,,,,,
FIFA Street,EA Sports BIG,22nd Feb 05  ,EA Sports BIG,0.04m,0.01m,N/A,0.00m,0.06m,,,,,,,,
Tsugunai: Atonement,Atlus,29th Nov 01  ,Atlus,0.02m,0.01m,0.02m,0.00m,0.06m,,,,,,,,
Rugby World Cup 2015,Big Ben Interactive,04th Sep 15  ,Big Ben Interactive,N/A,0.05m,N/A,0.01m,0.06m,,,,,,,,
Lost Kingdoms II,Activision,21st May 03  ,Activision,0.04m,0.01m,N/A,0.00m,0.06m,,,,,,,,
Aggressive Inline,Acclaim Entertainment,31st Jul 02  ,Acclaim Entertainment,0.04m,0.01m,N/A,0.00m,0.06m,,,,,,,,
Blade Dancer: Lineage of Light,Nippon Ichi Software,18th Jul 06  ,Nippon Ichi Software,0.05m,0.00m,N/A,0.00m,0.06m,,,,,,,,
Monkey Island: Special Edition Collection,Activision,09th Sep 11  ,Activision,N/A,0.05m,N/A,0.01m,0.06m,,,,,,,,
Rugby World Cup 2015,Big Ben Interactive,04th Sep 15  ,Big Ben Interactive,N/A,0.05m,N/A,0.01m,0.06m,,,,,,,,
Viewtiful Joe: Red Hot Rumble,Capcom,08th Nov 05  ,Capcom,0.04m,0.01m,N/A,0.00m,0.06m,,,,,,,,
Kaite Shabette Hajimeyou! Monster Farm DS,Tecmo,12th Jul 07  ,Tecmo,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Exist Archive: The Other Side of the Sky,Aksys Games,18th Oct 16  ,Aksys Games,0.02m,N/A,0.03m,0.00m,0.06m,,,,,,,,
Pro Yakyuu Spirits 2012,Konami Digital Entertainment,29th Mar 12  ,Konami Digital Entertainment,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
"b""Kings Quest: The Complete Collection""",Activision,24th Oct 16  ,Activision,0.05m,N/A,N/A,0.01m,0.06m,,,,,,,,
Generation of Chaos,NIS America,28th Feb 06  ,NIS America,0.05m,0.00m,N/A,0.00m,0.06m,,,,,,,,
Broken Sword II: The Smoking Mirror,Crave Entertainment,14th Nov 99  ,Crave Entertainment,0.03m,0.02m,N/A,0.00m,0.06m,,,,,,,,
SD Gundam G Generation Wars,Bandai,06th Aug 09  ,Bandai,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Zoo Tycoon 2,Microsoft Game Studios,11th Nov 04  ,Microsoft Game Studios,N/A,0.05m,N/A,0.01m,0.06m,,,,,,,,
Pump It Up: Exceed,Mastiff,29th Aug 05  ,Mastiff,0.03m,0.02m,N/A,0.01m,0.06m,,,,,,,,
GK Unlimited,City Interactive,10th Jun 14  ,City Interactive,0.01m,0.04m,N/A,0.01m,0.06m,,,,,,,,
Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,Idea Factory,18th Oct 12  ,Idea Factory,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Scurge: Hive,SouthPeak Interactive,01st Nov 06  ,SouthPeak Interactive,0.05m,0.00m,N/A,0.00m,0.06m,,,,,,,,
Wreckless: ThE YaKuza MisSiOns,Activision,13th Nov 02  ,Activision,0.04m,0.01m,N/A,0.00m,0.06m,,,,,,,,
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",D3 Publisher,27th Sep 07  ,D3 Publisher,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
TOCA Race Driver 2: Ultimate Racing Simulator,Codemasters,05th Oct 04  ,Codemasters,0.03m,0.02m,N/A,0.01m,0.06m,,,,,,,,
Dr. Muto,Midway Games,19th Nov 02  ,Midway Games,0.04m,0.01m,N/A,0.00m,0.06m,,,,,,,,
Girls RPG: Cinderellife,Level 5,08th Mar 12  ,Level 5,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
"b""Tom Clancys Rainbow Six: Critical Hour""",Ubisoft,14th Mar 06  ,Ubisoft,0.04m,0.01m,N/A,0.00m,0.06m,,,,,,,,
Gintama Ranbu,Bandai Namco Games,18th Jan 18  ,Bandai Namco Games,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Bullet Girls 2,D3Publisher,21st Apr 16  ,D3Publisher,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
All Kamen Rider: Rider Revolution,Bandai Namco Games,01st Dec 16  ,Bandai Namco Games,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Scrabble Blast!,DSI Games,02nd May 05  ,DSI Games,0.04m,0.01m,N/A,0.00m,0.06m,,,,,,,,
Shantae: Half-Genie Hero,WayForward Technologies,01st Apr 16  ,WayForward Technologies,0.05m,N/A,N/A,0.01m,0.06m,,,,,,,,
Ride to Hell,Deep Silver,25th Jun 13  ,Deep Silver,0.04m,0.01m,N/A,0.01m,0.06m,,,,,,,,
The Saboteur,Electronic Arts,08th Dec 09  ,Electronic Arts,N/A,0.05m,N/A,0.01m,0.06m,,,,,,,,
Age of Mythology: The Titans,Microsoft Game Studios,30th Sep 03  ,Microsoft Game Studios,0.03m,0.02m,N/A,0.01m,0.06m,,,,,,,,
Fate/stay night [R\xc3\xa9alta Nua],Kadokawa Shoten,29th Nov 12  ,Kadokawa Shoten,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Gintama no Sugoroku,Namco Bandai Games,24th Jan 13  ,Namco Bandai Games,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Zendoku,Eidos Interactive,26th Jun 07  ,Eidos Interactive,0.05m,0.00m,N/A,0.00m,0.06m,,,,,,,,
Gal Gun: Double Peace,PQube,02nd Aug 16  ,PQube,N/A,0.03m,0.01m,0.01m,0.06m,,,,,,,,
BlazBlue: Cross Tag Battle,Arc System Works,05th Jun 18  ,Arc System Works,0.03m,0.01m,0.01m,0.00m,0.06m,,,,,,,,
"b""The Lord of the Rings: Aragorns Quest""",Warner Bros. Interactive,14th Sep 10  ,Warner Bros. Interactive,0.03m,0.02m,N/A,0.01m,0.06m,,,,,,,,
Arslan: The Warriors of Legend,Tecmo Koei,09th Feb 16  ,Tecmo Koei,0.05m,0.00m,N/A,0.01m,0.06m,,,,,,,,
Aven Colony,Sold Out,01st Aug 17  ,Sold Out,0.04m,0.01m,N/A,0.01m,0.06m,,,,,,,,
Doraemon 4: Nobita to Toki no Okoku,Epoch,15th Dec 95  ,Epoch,N/A,N/A,0.06m,0.00m,0.06m,,,,,,,,
Myst,Acclaim Entertainment,01st Jan 95  ,Acclaim Entertainment,N/A,N/A,0.06m,0.00m,0.06m,,,,,,,,
Warriors  Orochi 4,Koei Tecmo,16th Oct 18  ,Koei Tecmo,0.01m,N/A,0.04m,0.00m,0.06m,,,,,,,,
Toaru Kagaku no Chou Denjihou,Kadokawa Shoten,08th Dec 11  ,Kadokawa Shoten,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Starwinder: The Ultimate Space Race,Mindscape,31st Oct 96  ,Mindscape,0.03m,0.02m,N/A,0.00m,0.06m,,,,,,,,
Battle Chasers: Nightwar,THQ Nordic,03rd Oct 17  ,THQ Nordic,0.03m,0.02m,N/A,0.01m,0.06m,,,,,,,,
Angelique Trois,KOEI,22nd Nov 00  ,KOEI,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Nobunaga?s Ambition: Sphere of Influence ? Ascension,Tecmo Koei,24th Mar 16  ,Tecmo Koei,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
S.T.A.L.K.E.R.: Shadow of Chernobyl,THQ,20th Mar 07  ,THQ,0.01m,0.04m,N/A,0.01m,0.06m,,,,,,,,
FIFA Soccer 06,EA Sports,04th Oct 05  ,EA Sports,0.05m,0.00m,N/A,0.00m,0.06m,,,,,,,,
Dance Dance Revolution: Mario Mix (JP sales),Nintendo,24th Oct 05  ,Nintendo,N/A,N/A,0.05m,0.00m,0.06m,,,,,,,,
A-Train 6,Midas Interactive Entertainment,19th Mar 04  ,Midas Interactive Entertainment,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Dino Pets,Destineer,21st Jul 09  ,Destineer,0.05m,0.00m,N/A,0.00m,0.06m,,,,,,,,
Meitantei Conan: Tantei Ryoku Trainer,Namco Bandai,05th Apr 07  ,Namco Bandai,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Atari Flashback Classics: Volume 2,Atari,12th Oct 16  ,Atari,0.05m,N/A,N/A,0.01m,0.06m,,,,,,,,
MotoGP,THQ,08th Mar 02  ,THQ,0.04m,0.01m,N/A,0.00m,0.06m,,,,,,,,
ESPN International Winter Sports 2002,Konami,28th Jan 02  ,Konami,0.03m,0.02m,N/A,0.01m,0.06m,,,,,,,,
"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",Konami,05th Mar 09  ,Konami,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
KimiKiss (ebKore+),Enterbrain,14th Feb 08  ,Enterbrain,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Grand Ages: Medieval,Kalypso Media,29th Sep 15  ,Kalypso Media,N/A,0.05m,N/A,0.00m,0.06m,,,,,,,,
Gold and Glory: The Road to El Dorado,Ubisoft,19th Dec 00  ,Ubisoft,0.03m,0.02m,N/A,0.00m,0.06m,,,,,,,,
NBA Live 07,EA Sports,25th Sep 06  ,EA Sports,0.04m,0.01m,N/A,0.00m,0.06m,,,,,,,,
Choro Q Marine: Q Boat,Takara,25th Jun 98  ,Takara,N/A,N/A,0.05m,0.00m,0.06m,,,,,,,,
BattleBots: Beyond the BattleBox,Majesco,10th Dec 02  ,Majesco,0.04m,0.01m,N/A,0.00m,0.06m,,,,,,,,
Dreamer Series: Babysitter,DreamCatcher Interactive,12th May 09  ,DreamCatcher Interactive,0.05m,0.00m,N/A,0.00m,0.06m,,,,,,,,
Yuugen Gaisha Brave Company,Namco Bandai,27th Oct 11  ,Namco Bandai,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Hail to the Chimp,Gamecock,24th Jun 08  ,Gamecock,0.05m,N/A,N/A,0.00m,0.06m,,,,,,,,
Mighty Beanz: Pocket Puzzles,Majesco,07th Jun 04  ,Majesco,0.04m,0.01m,N/A,0.00m,0.06m,,,,,,,,
Ken to Mahou to Gakuen Mono. 3D,Acquire,07th Jul 11  ,Acquire,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
Diva Girls: Divas on Ice,505 Games,16th Jun 09  ,505 Games,0.05m,0.00m,N/A,0.00m,0.06m,,,,,,,,
Remember Me,Capcom,04th Jun 13  ,Capcom,N/A,0.05m,N/A,0.00m,0.06m,,,,,,,,
"b""The King of Fighters 96""",SNK,27th Sep 96  ,SNK,N/A,N/A,0.06m,0.00m,0.06m,,,,,,,,
NBA Live 19,Electronic Arts,07th Sep 18  ,Electronic Arts,0.05m,N/A,N/A,0.01m,0.06m,,,,,,,,
"b""Harry Potter and the Sorcerers Stone""",Electronic Arts,15th Nov 01  ,Electronic Arts,0.01m,0.04m,N/A,0.01m,0.06m,,,,,,,,
Champion Jockey: G1 Jockey & Gallop Racer,Tecmo Koei,02nd Sep 11  ,Tecmo Koei,N/A,0.05m,0.00m,0.01m,0.06m,,,,,,,,
Dungeon Explorer: Warriors of Ancient Arts,Hudson Entertainment,19th Feb 08  ,Hudson Entertainment,0.05m,0.00m,N/A,0.00m,0.06m,,,,,,,,
Friends: The One with All the Trivia,Warner Bros. Interactive,15th Nov 05  ,Warner Bros. Interactive,0.03m,0.02m,N/A,0.01m,0.06m,,,,,,,,
Mame Goma 2: Uchi no Ko ga Ichiban!,Creative Core,31st Jul 08  ,Creative Core,N/A,N/A,0.06m,N/A,0.06m,,,,,,,,
"b""Backyard NFL Football 08""",Atari,23rd Oct 07  ,Atari,0.03m,0.02m,N/A,0.01m,0.06m,,,,,,,,
